cantidad,tamano_num,monto_total,categoria,tamano_proveedor,region_comprador
41,3,73800.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
120,3,168000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
199,1,334586.24,Productos de panadería,Micro,Region de Los Rios
5,3,25000.0,Condimentos y preservantes,Mediana,Region de Atacama
3,3,10500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
125,3,112500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
75,3,75000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
125,3,150000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
75,3,22500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
150,3,210000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
5,3,25000.0,Condimentos y preservantes,Mediana,Region de Atacama
5,3,25000.0,Condimentos y preservantes,Mediana,Region de Atacama
175,1,507500.0,Condimentos y preservantes,Micro,Region del Nuble
6,3,10800.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
10,1,69000.0,Condimentos y preservantes,Micro,Region del Nuble
15,3,15000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
125,3,175000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
6,3,7800.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
230,1,387302.4,Productos de panadería,Micro,Region de Los Rios
275,3,385000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
35,3,35000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,28000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
130,3,169000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
50,1,70000.0,Condimentos y preservantes,Micro,Region del Nuble
25,1,397500.0,Condimentos y preservantes,Micro,Region del Nuble
20,3,26000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
125,3,175000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,3,39000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
50,1,445000.0,Condimentos y preservantes,Micro,Region del Nuble
220,1,4818000.0,Productos de carne y aves de corral,Micro,Region del Nuble
10,3,20000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,22000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
100,3,80000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
39,3,50700.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
120,3,156000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
27,3,40500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
85,3,102000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
100,3,100000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
9,3,40500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
41,3,53300.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,3,16500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
15,3,13500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
100,3,150000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
57,2,102600.0,Bebidas,Pequeña,Region de Valparaiso
30,2,2394000.0,Bebidas,Pequeña,Region Metropolitana de Santiago
100,1,290000.0,Condimentos y preservantes,Micro,Region del Nuble
4,3,7200.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
60,3,54000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
2,3,14000.0,Condimentos y preservantes,Mediana,Region de Atacama
2,3,7000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
300,3,360000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
130,1,897000.0,Condimentos y preservantes,Micro,Region del Nuble
59,2,106200.0,Bebidas,Pequeña,Region de Valparaiso
100,3,130000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
60,3,18000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
60,3,42000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,64000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
134,1,251920.0,Bebidas,Micro,Region de Atacama
462,2,693000.0,Productos de panadería,Pequeña,Region del Biobio
38,1,64819.36,Productos de panadería,Micro,Region de Los Rios
170,2,306000.0,Bebidas,Pequeña,Region de Valparaiso
135,3,162000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
200,4,3160000.0,Cereales y Legumbres,Grande,Region del Maule
60,2,46980.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
40,2,47400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
150,1,2710050.0,Cereales y Legumbres,Micro,Region de la Araucania
10,2,5880.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
20,2,26880.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
100,2,210000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
20,3,20000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
20,2,17120.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
20,3,30000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,3,22500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
45,2,76050.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
150,2,193500.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,2,10530.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
12,2,19080.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
39,1,66702.08,Productos de panadería,Micro,Region de Los Rios
70,3,84000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
25,3,46375.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
70,3,104090.0,Pescados y mariscos,Mediana,Region Aysen del General Carlos IbaNez del Campo
150,3,54750.0,Condimentos y preservantes,Mediana,Region Aysen del General Carlos IbaNez del Campo
30,3,22740.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
75,3,63600.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
20,2,16800.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,10920.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,2,23520.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
10,3,340000.0,Productos lácteos y huevos,Mediana,Region de Atacama
300,2,210600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
185,2,333000.0,Bebidas,Pequeña,Region de Valparaiso
60,2,108000.0,Bebidas,Pequeña,Region de Valparaiso
4,3,14000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
10,3,340000.0,Productos lácteos y huevos,Mediana,Region de Atacama
300,2,210600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
100,2,134400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
20,2,29800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,42250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
18,2,184500.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
7,2,15295.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
8,2,15936.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
8,2,7392.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,16385.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,9240.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,10200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,7140.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,17500.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,39200.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,1520.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,1488.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,6554.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
30,2,10530.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
6,2,31362.0,Bebidas,Pequeña,Region de los Lagos
8,2,16200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,1450.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,9520.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
30,2,109200.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,17560.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,85280.0,Pescados y mariscos,Pequeña,Region de los Lagos
2,2,6554.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,7392.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
9,2,47043.0,Bebidas,Pequeña,Region de los Lagos
10,2,56550.0,Bebidas,Pequeña,Region de los Lagos
6,2,14070.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
24,2,42960.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,8740.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
6,2,2976.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
3,2,9831.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
6,2,19860.0,Cereales y Legumbres,Pequeña,Region de los Lagos
28,2,41188.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
16,2,28240.0,Pescados y mariscos,Pequeña,Region de los Lagos
9,2,19665.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,2200.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,17480.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
12,2,14016.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,4960.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,2480.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,9240.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,2480.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,35040.0,Bebidas,Pequeña,Region de los Lagos
20,2,24600.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,9520.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,10084.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,38480.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,35880.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
15,2,22560.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
8,2,7392.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,7728.0,Bebidas,Pequeña,Region de los Lagos
30,2,20190.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
8,2,16808.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,64290.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,8000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
25,2,43750.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
26,2,52000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
30,2,41700.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,3,96000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
36,3,18000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
7,2,37023.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,2,37830.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,33625.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,40340.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,37200.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Mediana,Region Aysen del General Carlos IbaNez del Campo
100,2,102000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
10,3,15000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
20,2,14920.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
25,2,47250.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,3,26000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
50,2,31200.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
19,3,43700.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,30000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
60,2,15000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
60,2,78000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
100,2,102000.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
37,2,74000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
40,2,47400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
20,3,16960.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
75,2,94575.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,2,53712.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
6,2,34788.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,2,63600.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,2,7740.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
5,3,20935.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
100,3,17600.0,Bebidas,Mediana,Region Aysen del General Carlos IbaNez del Campo
88,2,145112.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
14,2,31472.0,Condimentos y preservantes,Pequeña,Region de los Lagos
64,2,193792.0,Bebidas,Pequeña,Region de los Lagos
22,2,25278.0,Bebidas,Pequeña,Region de los Lagos
10,2,8400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
50,2,67500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
15,2,29850.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
75,3,62250.0,Condimentos y preservantes,Mediana,Region Aysen del General Carlos IbaNez del Campo
70,3,59360.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,15000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
30,2,7740.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
50,2,33650.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
20,2,14920.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
40,2,71000.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,7060.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,37840.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
50,2,31200.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
30,3,91410.0,Cereales y Legumbres,Mediana,Region Aysen del General Carlos IbaNez del Campo
6,2,7440.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,19764.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,18760.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,45900.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,2200.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,13280.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,4600.0,Bebidas,Pequeña,Region de los Lagos
10,2,35040.0,Bebidas,Pequeña,Region de los Lagos
3,2,1488.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,8200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,3696.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,1984.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,9520.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,11156.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,13120.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,8240.0,Condimentos y preservantes,Pequeña,Region de los Lagos
80,2,161280.0,Productos de panadería,Pequeña,Region de los Lagos
1,2,5462.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,7059.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
14,2,14826.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,138654.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,54080.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
18,2,27072.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
7,2,6468.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
15,2,14625.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,5280.0,Cereales y Legumbres,Pequeña,Region de los Lagos
36,2,36720.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
50,2,182000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,78400.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,7848.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
10,2,13280.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,9240.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
18,2,18360.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,24000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,16400.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,12136.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
60,2,46980.0,"Frutas, verduras y frutos secos",Pequeña,Region de Atacama
2,2,17520.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,59400.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
14,2,149240.0,Pescados y mariscos,Pequeña,Region de los Lagos
10,2,10590.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,8118.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,4960.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,3764.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,95000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,29816.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,8740.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,3580.0,Productos de panadería,Pequeña,Region de los Lagos
12,2,11700.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
6,2,2976.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,5070.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,7060.0,Pescados y mariscos,Pequeña,Region de los Lagos
2,2,11640.0,Pescados y mariscos,Pequeña,Region de los Lagos
4,2,8740.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,19832.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,2200.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,14100.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
4,2,1984.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,7728.0,Bebidas,Pequeña,Region de los Lagos
4,2,14016.0,Bebidas,Pequeña,Region de los Lagos
1,2,5294.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,18200.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,7059.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,10590.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,9380.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
20,2,38480.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,29816.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
300,2,70500.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
6,2,13110.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,3580.0,Productos de panadería,Pequeña,Region de los Lagos
3,2,6057.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,28275.0,Bebidas,Pequeña,Region de los Lagos
80,2,100800.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
8,2,12232.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,35880.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,12776.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,908.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,504.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,2152.0,Condimentos y preservantes,Pequeña,Region de los Lagos
14,2,21420.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,7060.0,Condimentos y preservantes,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,2,30800.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,20280.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
30,2,142500.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,16480.0,Condimentos y preservantes,Pequeña,Region de los Lagos
5,2,2480.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,13280.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,7848.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,504.0,Condimentos y preservantes,Pequeña,Region de los Lagos
20,3,30000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
10,2,13530.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,10140.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,28200.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
8,2,8472.0,Condimentos y preservantes,Pequeña,Region de los Lagos
1,2,2780.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,12360.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,8367.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,29700.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,63960.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
1,2,8780.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,85280.0,Pescados y mariscos,Pequeña,Region de los Lagos
5,2,6150.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,4815.0,Condimentos y preservantes,Pequeña,Region de los Lagos
1,2,5462.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,22620.0,Bebidas,Pequeña,Region de los Lagos
6,2,4380.0,Bebidas,Pequeña,Region de los Lagos
14,2,9800.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,13176.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,9240.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,35880.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,48720.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,1614.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,15300.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,3530.0,Condimentos y preservantes,Pequeña,Region de los Lagos
6,2,5544.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
5,2,6640.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,2,50000.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,13110.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,4815.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
8,2,3968.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
20,2,21180.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,16470.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
10,2,20250.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,49580.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
8,2,37600.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
2,2,7160.0,Productos de panadería,Pequeña,Region de los Lagos
5,2,16385.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
16,2,24640.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,64320.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
5,2,29100.0,Pescados y mariscos,Pequeña,Region de los Lagos
20,2,26560.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
3,2,13110.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
2,2,6068.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,27540.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
8,2,78400.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,18800.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
25,2,14700.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,3040.0,Condimentos y preservantes,Pequeña,Region de los Lagos
10,2,4960.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,4960.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
10,2,56550.0,Bebidas,Pequeña,Region de los Lagos
20,2,26340.0,Cereales y Legumbres,Pequeña,Region de los Lagos
1,2,5294.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,2780.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,8240.0,Condimentos y preservantes,Pequeña,Region de los Lagos
5,2,2480.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,12656.0,Bebidas,Pequeña,Region de los Lagos
3,2,6930.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,57000.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,3530.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,1488.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,3696.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
4,2,3696.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
8,2,7800.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,12656.0,Bebidas,Pequeña,Region de los Lagos
1,2,1950.0,Cereales y Legumbres,Pequeña,Region de los Lagos
6,2,138654.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,78400.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,95940.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,9582.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
